"","no","date","tank","block","trt","order","sync","species","mass_mg","doy","timetoemerge"
"820",825,2019-06-27,2,1,"early_med","early","med","hyla",155.5,178,73
"821",826,2019-06-27,3,1,"early_low","early","low","hyla",324.9,178,73
"822",827,2019-06-27,5,1,"same_med","same","med","hyla",192.4,178,73
"823",828,2019-06-27,5,1,"same_med","same","med","hyla",139.7,178,73
"824",829,2019-06-27,7,1,"late_high","late","high","hyla",122.2,178,73
"825",830,2019-06-27,9,1,"late_low","late","low","hyla",141,178,73
"826",831,2019-06-27,12,2,"same_low","same","low","hyla",165.6,178,73
"827",832,2019-06-27,17,2,"same_high","same","high","hyla",161.7,178,73
"828",833,2019-06-27,24,3,"early_med","early","med","hyla",221.6,178,73
"829",834,2019-06-27,24,3,"early_med","early","med","hyla",192.8,178,73
"830",835,2019-06-27,24,3,"early_med","early","med","hyla",179.1,178,73
"831",837,2019-06-27,34,4,"same_high","same","high","hyla",192,178,73
"832",838,2019-06-27,36,4,"late_high","late","high","hyla",152.5,178,73
"833",839,2019-06-27,37,4,"early_high","early","high","hyla",NA,178,73
"834",840,2019-06-27,43,5,"same_med","same","med","hyla",204,178,73
"835",841,2019-06-27,56,6,"late_high","late","high","hyla",176.8,178,73
"836",842,2019-06-27,58,6,"same_med","same","med","hyla",209.2,178,73
"837",843,2019-06-27,58,6,"same_med","same","med","hyla",160,178,73
"838",844,2019-06-28,2,1,"early_med","early","med","hyla",145.3,179,74
"839",845,2019-06-28,2,1,"early_med","early","med","hyla",190.6,179,74
"840",846,2019-06-28,5,1,"same_med","same","med","hyla",160,179,74
"841",847,2019-06-28,11,2,"early_med","early","med","hyla",NA,179,74
"842",848,2019-06-28,12,2,"same_low","same","low","hyla",223.8,179,74
"843",849,2019-06-28,13,2,"early_low","early","low","hyla",166.2,179,74
"844",850,2019-06-28,13,2,"early_low","early","low","hyla",184.3,179,74
"845",851,2019-06-28,16,2,"late_med","late","med","hyla",172,179,74
"846",852,2019-06-28,25,3,"same_low","same","low","hyla",222.4,179,74
"847",853,2019-06-28,26,3,"early_high","early","high","hyla",312.6,179,74
"848",854,2019-06-28,36,4,"late_high","late","high","hyla",174.6,179,74
"849",855,2019-06-28,43,5,"same_med","same","med","hyla",237.2,179,74
"850",856,2019-06-28,45,5,"late_low","late","low","hyla",155,179,74
"851",857,2019-06-28,52,6,"early_high","early","high","hyla",190.7,179,74
"852",858,2019-06-28,53,6,"early_med","early","med","hyla",283.8,179,74
"853",859,2019-06-28,54,6,"same_high","same","high","hyla",177,179,74
"854",860,2019-06-28,54,6,"same_high","same","high","hyla",159.2,179,74
"855",861,2019-06-28,54,6,"same_high","same","high","hyla",180,179,74
"856",862,2019-06-29,6,1,"same_low","same","low","hyla",178.2,180,75
"857",863,2019-06-29,12,2,"same_low","same","low","hyla",211.9,180,75
"858",864,2019-06-29,13,2,"early_low","early","low","hyla",198,180,75
"859",865,2019-06-29,17,2,"same_high","same","high","hyla",201.9,180,75
"860",866,2019-06-29,20,2,"cont_med","cont","med","hyla",236,180,75
"861",868,2019-06-29,32,4,"same_low","same","low","hyla",178.6,180,75
"862",869,2019-06-29,32,4,"same_low","same","low","hyla",181.5,180,75
"863",870,2019-06-29,35,4,"same_med","same","med","hyla",191,180,75
"864",871,2019-06-29,37,4,"early_high","early","high","hyla",272.2,180,75
"865",872,2019-06-29,39,4,"late_med","late","med","hyla",218.1,180,75
"866",873,2019-06-29,44,5,"same_high","same","high","hyla",149.9,180,75
"867",874,2019-06-29,45,5,"late_low","late","low","hyla",157.7,180,75
"868",875,2019-06-29,54,6,"same_high","same","high","hyla",NA,180,75
"869",876,2019-06-29,56,6,"late_high","late","high","hyla",214.4,180,75
"870",877,2019-06-30,2,1,"early_med","early","med","hyla",196.4,181,76
"871",878,2019-06-30,2,1,"early_med","early","med","hyla",183.2,181,76
"872",879,2019-06-30,5,1,"same_med","same","med","hyla",172.8,181,76
"873",880,2019-06-30,6,1,"same_low","same","low","hyla",155.3,181,76
"874",881,2019-06-30,12,2,"same_low","same","low","hyla",234.1,181,76
"875",882,2019-06-30,20,2,"cont_med","cont","med","hyla",254.7,181,76
"876",883,2019-06-30,32,4,"same_low","same","low","hyla",192,181,76
"877",884,2019-06-30,35,4,"same_med","same","med","hyla",197.8,181,76
"878",885,2019-06-30,37,4,"early_high","early","high","hyla",304.6,181,76
"879",886,2019-06-30,37,4,"early_high","early","high","hyla",236.8,181,76
"880",887,2019-06-30,42,5,"early_low","early","low","hyla",210.6,181,76
"881",888,2019-06-30,47,5,"same_low","same","low","hyla",NA,181,76
"882",889,2019-06-30,53,6,"early_med","early","med","hyla",259,181,76
"883",890,2019-06-30,56,6,"late_high","late","high","hyla",210.7,181,76
"884",891,2019-06-30,57,6,"same_low","same","low","hyla",264.5,181,76
"885",892,2019-07-01,2,1,"early_med","early","med","hyla",163.5,182,77
"886",893,2019-07-01,5,1,"same_med","same","med","hyla",168.1,182,77
"887",894,2019-07-01,5,1,"same_med","same","med","hyla",245.6,182,77
"888",895,2019-07-01,6,1,"same_low","same","low","hyla",126.5,182,77
"889",896,2019-07-01,10,1,"cont_high","cont","high","hyla",193.3,182,77
"890",897,2019-07-01,12,2,"same_low","same","low","hyla",210.5,182,77
"891",898,2019-07-01,13,2,"early_low","early","low","hyla",206.6,182,77
"892",899,2019-07-01,14,2,"same_med","same","med","hyla",179.4,182,77
"893",900,2019-07-01,19,2,"late_low","late","low","hyla",149.8,182,77
"894",901,2019-07-01,24,3,"early_med","early","med","hyla",213,182,77
"895",902,2019-07-01,25,3,"same_low","same","low","hyla",204.2,182,77
"896",903,2019-07-01,37,4,"early_high","early","high","hyla",245.1,182,77
"897",904,2019-07-01,51,6,"late_med","late","med","hyla",NA,182,77
"898",905,2019-07-01,54,6,"same_high","same","high","hyla",NA,182,77
"899",906,2019-07-02,1,1,"early_high","early","high","hyla",176.4,183,78
"900",907,2019-07-02,7,1,"late_high","late","high","hyla",154.8,183,78
"901",908,2019-07-02,11,2,"early_med","early","med","hyla",194.8,183,78
"902",909,2019-07-02,19,2,"late_low","late","low","hyla",149.5,183,78
"903",910,2019-07-02,31,4,"late_low","late","low","hyla",124.5,183,78
"904",911,2019-07-02,37,4,"early_high","early","high","hyla",260.4,183,78
"905",912,2019-07-02,44,5,"same_high","same","high","hyla",169,183,78
"906",913,2019-07-02,45,5,"late_low","late","low","hyla",220.1,183,78
"907",914,2019-06-30,52,6,"early_high","early","high","hyla",NA,181,76
"908",915,2019-07-03,6,1,"same_low","same","low","hyla",180.1,184,79
"909",916,2019-07-03,8,1,"late_med","late","med","hyla",154.8,184,79
"910",917,2019-07-03,18,2,"late_high","late","high","hyla",NA,184,79
"911",918,2019-07-03,39,4,"late_med","late","med","hyla",217.6,184,79
"912",919,2019-07-03,43,5,"same_med","same","med","hyla",228.1,184,79
"913",920,2019-07-03,51,6,"late_med","late","med","hyla",231.9,184,79
"914",921,2019-07-05,2,1,"early_med","early","med","hyla",149.7,186,81
"915",922,2019-07-05,2,1,"early_med","early","med","hyla",145.5,186,81
"916",923,2019-07-05,6,1,"same_low","same","low","hyla",190.9,186,81
"917",924,2019-07-05,12,2,"same_low","same","low","hyla",223.3,186,81
"918",925,2019-07-05,13,2,"early_low","early","low","hyla",182.5,186,81
"919",926,2019-07-05,13,2,"early_low","early","low","hyla",189.8,186,81
"920",927,2019-07-05,14,2,"same_med","same","med","hyla",196.3,186,81
"921",928,2019-07-05,19,2,"late_low","late","low","hyla",149.1,186,81
"922",929,2019-07-05,25,3,"same_low","same","low","hyla",158.5,186,81
"923",930,2019-07-05,32,4,"same_low","same","low","hyla",156.5,186,81
"924",931,2019-07-05,34,4,"same_high","same","high","hyla",183,186,81
"925",932,2019-07-05,35,4,"same_med","same","med","hyla",161.1,186,81
"926",933,2019-07-05,39,4,"late_med","late","med","hyla",209,186,81
"927",934,2019-07-05,39,4,"late_med","late","med","hyla",201.3,186,81
"928",935,2019-07-05,39,4,"late_med","late","med","hyla",232.8,186,81
"929",936,2019-07-05,43,5,"same_med","same","med","hyla",227.5,186,81
"930",937,2019-07-05,45,5,"late_low","late","low","hyla",209.3,186,81
"931",938,2019-07-05,45,5,"late_low","late","low","hyla",189.4,186,81
"932",939,2019-07-05,49,5,"late_med","late","med","hyla",158.9,186,81
"933",940,2019-07-05,56,6,"late_high","late","high","hyla",272.8,186,81
"934",941,2019-07-05,57,6,"same_low","same","low","hyla",222.5,186,81
"935",942,2019-07-06,14,2,"same_med","same","med","hyla",NA,187,82
"936",943,2019-07-06,18,2,"late_high","late","high","hyla",178,187,82
"937",944,2019-07-06,18,2,"late_high","late","high","hyla",176.4,187,82
"938",945,2019-07-07,2,1,"early_med","early","med","hyla",151.5,188,83
"939",946,2019-07-07,6,1,"same_low","same","low","hyla",215.9,188,83
"940",947,2019-07-07,18,2,"late_high","late","high","hyla",158.8,188,83
"941",948,2019-07-07,25,3,"same_low","same","low","hyla",184.9,188,83
"942",950,2019-07-07,39,4,"late_med","late","med","hyla",229.3,188,83
"943",951,2019-07-07,43,5,"same_med","same","med","hyla",224.5,188,83
"944",952,2019-07-07,44,5,"same_high","same","high","hyla",197.5,188,83
"945",953,2019-07-07,45,5,"late_low","late","low","hyla",199.5,188,83
"946",954,2019-07-07,54,6,"same_high","same","high","hyla",148.1,188,83
"947",955,2019-07-07,55,6,"early_low","early","low","hyla",278.5,188,83
"948",956,2019-07-07,56,6,"late_high","late","high","hyla",298.1,188,83
"949",957,2019-07-07,56,6,"late_high","late","high","hyla",187.2,188,83
"950",958,2019-07-07,56,6,"late_high","late","high","hyla",206.5,188,83
"951",959,2019-07-08,2,1,"early_med","early","med","hyla",188.6,189,84
"952",960,2019-07-08,5,1,"same_med","same","med","hyla",215.4,189,84
"953",961,2019-07-08,11,2,"early_med","early","med","hyla",198.6,189,84
"954",962,2019-07-08,11,2,"early_med","early","med","hyla",158.3,189,84
"955",963,2019-07-08,11,2,"early_med","early","med","hyla",213.4,189,84
"956",964,2019-07-08,11,2,"early_med","early","med","hyla",211.3,189,84
"957",965,2019-07-08,13,2,"early_low","early","low","hyla",207.2,189,84
"958",966,2019-07-08,13,2,"early_low","early","low","hyla",197.9,189,84
"959",967,2019-07-08,14,2,"same_med","same","med","hyla",154.6,189,84
"960",968,2019-07-08,16,2,"late_med","late","med","hyla",120.3,189,84
"961",969,2019-07-08,17,2,"same_high","same","high","hyla",225.2,189,84
"962",970,2019-07-08,38,4,"early_med","early","med","hyla",166.6,189,84
"963",971,2019-07-08,39,4,"late_med","late","med","hyla",226.5,189,84
"964",972,2019-07-08,43,5,"same_med","same","med","hyla",227.7,189,84
"965",973,2019-07-08,53,6,"early_med","early","med","hyla",206.9,189,84
"966",974,2019-07-08,56,6,"late_high","late","high","hyla",225.9,189,84
"967",975,2019-07-09,10,1,"cont_high","cont","high","hyla",213.6,190,85
"968",976,2019-07-09,11,2,"early_med","early","med","hyla",207.9,190,85
"969",977,2019-07-09,13,2,"early_low","early","low","hyla",198.8,190,85
"970",978,2019-07-09,13,2,"early_low","early","low","hyla",253.9,190,85
"971",979,2019-07-09,14,2,"same_med","same","med","hyla",199.9,190,85
"972",980,2019-07-09,17,2,"same_high","same","high","hyla",127.2,190,85
"973",981,2019-07-09,19,2,"late_low","late","low","hyla",220.5,190,85
"974",982,2019-07-09,23,3,"late_low","late","low","hyla",214.8,190,85
"975",983,2019-07-09,24,3,"early_med","early","med","hyla",198.2,190,85
"976",984,2019-07-09,38,4,"early_med","early","med","hyla",232.4,190,85
"977",985,2019-07-09,39,4,"late_med","late","med","hyla",251.8,190,85
"978",986,2019-07-09,39,4,"late_med","late","med","hyla",263.3,190,85
"979",987,2019-07-09,39,4,"late_med","late","med","hyla",255.2,190,85
"980",988,2019-07-09,43,5,"same_med","same","med","hyla",247.4,190,85
"981",989,2019-07-09,43,5,"same_med","same","med","hyla",312,190,85
"982",990,2019-07-09,43,5,"same_med","same","med","hyla",222.7,190,85
"983",991,2019-07-09,43,5,"same_med","same","med","hyla",212,190,85
"984",992,2019-07-09,53,6,"early_med","early","med","hyla",181.1,190,85
"985",993,2019-07-09,54,6,"same_high","same","high","hyla",225.6,190,85
"986",994,2019-07-09,56,6,"late_high","late","high","hyla",209,190,85
"987",995,2019-07-09,58,6,"same_med","same","med","hyla",143.2,190,85
"988",996,2019-07-10,5,1,"same_med","same","med","hyla",190.3,191,86
"989",997,2019-07-10,12,2,"same_low","same","low","hyla",201.4,191,86
"990",998,2019-07-10,16,2,"late_med","late","med","hyla",175.9,191,86
"991",999,2019-07-10,23,3,"late_low","late","low","hyla",199.4,191,86
"992",1000,2019-07-10,32,4,"same_low","same","low","hyla",203.2,191,86
"993",1001,2019-07-10,35,4,"same_med","same","med","hyla",NA,191,86
"994",1002,2019-07-10,35,4,"same_med","same","med","hyla",229.4,191,86
"995",1003,2019-07-10,39,4,"late_med","late","med","hyla",192.5,191,86
"996",1004,2019-07-10,39,4,"late_med","late","med","hyla",220.8,191,86
"997",1005,2019-07-10,39,4,"late_med","late","med","hyla",238.8,191,86
"998",1006,2019-07-10,44,5,"same_high","same","high","hyla",NA,191,86
"999",1007,2019-07-10,45,5,"late_low","late","low","hyla",158.3,191,86
"1000",1008,2019-07-10,46,5,"early_high","early","high","hyla",172.5,191,86
"1001",1009,2019-07-10,51,6,"late_med","late","med","hyla",141.1,191,86
"1002",1010,2019-07-10,54,6,"same_high","same","high","hyla",187.1,191,86
"1003",1012,2019-07-11,6,1,"same_low","same","low","hyla",206.6,192,87
"1004",1013,2019-07-11,8,1,"late_med","late","med","hyla",175.6,192,87
"1005",1014,2019-07-11,9,1,"late_low","late","low","hyla",144.8,192,87
"1006",1015,2019-07-11,14,2,"same_med","same","med","hyla",196.4,192,87
"1007",1016,2019-07-11,24,3,"early_med","early","med","hyla",196.3,192,87
"1008",1017,2019-07-11,38,4,"early_med","early","med","hyla",216.5,192,87
"1009",1018,2019-07-11,39,4,"late_med","late","med","hyla",181.8,192,87
"1010",1019,2019-07-11,39,4,"late_med","late","med","hyla",225,192,87
"1011",1020,2019-07-11,45,5,"late_low","late","low","hyla",180.4,192,87
"1012",1021,2019-07-11,45,5,"late_low","late","low","hyla",214.1,192,87
"1013",1022,2019-07-11,54,6,"same_high","same","high","hyla",209.2,192,87
"1014",1023,2019-07-11,56,6,"late_high","late","high","hyla",251.5,192,87
"1015",1024,2019-07-11,57,6,"same_low","same","low","hyla",170.9,192,87
"1016",1025,2019-07-12,1,1,"early_high","early","high","hyla",179.2,193,88
"1017",1026,2019-07-12,5,1,"same_med","same","med","hyla",175.4,193,88
"1018",1027,2019-07-12,5,1,"same_med","same","med","hyla",194.2,193,88
"1019",1028,2019-07-12,10,1,"cont_high","cont","high","hyla",155.1,193,88
"1020",1029,2019-07-12,11,2,"early_med","early","med","hyla",158.8,193,88
"1021",1030,2019-07-12,12,2,"same_low","same","low","hyla",234,193,88
"1022",1031,2019-07-12,13,2,"early_low","early","low","hyla",216.3,193,88
"1023",1032,2019-07-12,13,2,"early_low","early","low","hyla",230.9,193,88
"1024",1033,2019-07-12,13,2,"early_low","early","low","hyla",226,193,88
"1025",1034,2019-07-12,16,2,"late_med","late","med","hyla",169.7,193,88
"1026",1035,2019-07-12,19,2,"late_low","late","low","hyla",220.4,193,88
"1027",1036,2019-07-12,19,2,"late_low","late","low","hyla",178.7,193,88
"1028",1037,2019-07-12,24,3,"early_med","early","med","hyla",225.3,193,88
"1029",1038,2019-07-12,24,3,"early_med","early","med","hyla",254.6,193,88
"1030",1039,2019-07-12,32,4,"same_low","same","low","hyla",190.2,193,88
"1031",1040,2019-07-12,34,4,"same_high","same","high","hyla",186.5,193,88
"1032",1041,2019-07-12,34,4,"same_high","same","high","hyla",156.5,193,88
"1033",1042,2019-07-12,35,4,"same_med","same","med","hyla",166.3,193,88
"1034",1043,2019-07-12,36,4,"late_high","late","high","hyla",156.5,193,88
"1035",1044,2019-07-12,37,4,"early_high","early","high","hyla",356.7,193,88
"1036",1045,2019-07-12,39,4,"late_med","late","med","hyla",226.2,193,88
"1037",1046,2019-07-12,39,4,"late_med","late","med","hyla",177.7,193,88
"1038",1047,2019-07-12,43,5,"same_med","same","med","hyla",183.1,193,88
"1039",1048,2019-07-12,44,5,"same_high","same","high","hyla",225.4,193,88
"1040",1049,2019-07-12,49,5,"late_med","late","med","hyla",136.7,193,88
"1041",1050,2019-07-12,52,6,"early_high","early","high","hyla",246.9,193,88
"1042",1051,2019-07-12,59,6,"late_low","late","low","hyla",168.4,193,88
"1043",1052,2019-07-13,1,1,"early_high","early","high","hyla",175.1,194,89
"1044",1053,2019-07-13,1,1,"early_high","early","high","hyla",194.6,194,89
"1045",1054,2019-07-13,1,1,"early_high","early","high","hyla",183.8,194,89
"1046",1055,2019-07-13,5,1,"same_med","same","med","hyla",189.3,194,89
"1047",1056,2019-07-13,7,1,"late_high","late","high","hyla",136.7,194,89
"1048",1057,2019-07-13,7,1,"late_high","late","high","hyla",153.1,194,89
"1049",1058,2019-07-13,7,1,"late_high","late","high","hyla",135.4,194,89
"1050",1059,2019-07-13,10,1,"cont_high","cont","high","hyla",198.8,194,89
"1051",1060,2019-07-13,23,3,"late_low","late","low","hyla",170.1,194,89
"1052",1061,2019-07-13,34,4,"same_high","same","high","hyla",210.7,194,89
"1053",1062,2019-07-13,39,4,"late_med","late","med","hyla",251.4,194,89
"1054",1063,2019-07-13,39,4,"late_med","late","med","hyla",197.8,194,89
"1055",1064,2019-07-13,44,5,"same_high","same","high","hyla",205.1,194,89
"1056",1065,2019-07-13,44,5,"same_high","same","high","hyla",232,194,89
"1057",1066,2019-07-13,45,5,"late_low","late","low","hyla",212.5,194,89
"1058",1067,2019-07-13,54,6,"same_high","same","high","hyla",152.5,194,89
"1059",1068,2019-07-13,56,6,"late_high","late","high","hyla",NA,194,89
"1060",1069,2019-07-13,59,6,"late_low","late","low","hyla",167.8,194,89
"1061",1070,2019-07-13,59,6,"late_low","late","low","hyla",215,194,89
"1062",1071,2019-07-14,2,1,"early_med","early","med","hyla",160.6,195,90
"1063",1072,2019-07-14,2,1,"early_med","early","med","hyla",236.9,195,90
"1064",1073,2019-07-14,5,1,"same_med","same","med","hyla",157.9,195,90
"1065",1074,2019-07-14,6,1,"same_low","same","low","hyla",190.8,195,90
"1066",1075,2019-07-14,7,1,"late_high","late","high","hyla",180,195,90
"1067",1076,2019-07-14,7,1,"late_high","late","high","hyla",159.9,195,90
"1068",1077,2019-07-14,7,1,"late_high","late","high","hyla",182.8,195,90
"1069",1078,2019-07-14,13,2,"early_low","early","low","hyla",208.5,195,90
"1070",1079,2019-07-14,18,2,"late_high","late","high","hyla",157.9,195,90
"1071",1080,2019-07-14,19,2,"late_low","late","low","hyla",212.7,195,90
"1072",1081,2019-07-14,35,4,"same_med","same","med","hyla",183.3,195,90
"1073",1082,2019-07-14,38,4,"early_med","early","med","hyla",184.1,195,90
"1074",1083,2019-07-14,39,4,"late_med","late","med","hyla",183.1,195,90
"1075",1084,2019-07-14,43,5,"same_med","same","med","hyla",226.3,195,90
"1076",1085,2019-07-14,44,5,"same_high","same","high","hyla",196.6,195,90
"1077",1086,2019-07-14,45,5,"late_low","late","low","hyla",187.7,195,90
"1078",1087,2019-07-14,51,6,"late_med","late","med","hyla",290,195,90
"1079",1088,2019-07-14,56,6,"late_high","late","high","hyla",179.2,195,90
"1080",1089,2019-07-15,5,1,"same_med","same","med","hyla",184,196,91
"1081",1090,2019-07-15,6,1,"same_low","same","low","hyla",169.5,196,91
"1082",1091,2019-07-15,11,2,"early_med","early","med","hyla",189.8,196,91
"1083",1092,2019-07-15,11,2,"early_med","early","med","hyla",203.2,196,91
"1084",1093,2019-07-15,14,2,"same_med","same","med","hyla",191.9,196,91
"1085",1094,2019-07-15,18,2,"late_high","late","high","hyla",171.5,196,91
"1086",1095,2019-07-15,34,4,"same_high","same","high","hyla",215.2,196,91
"1087",1096,2019-07-15,39,4,"late_med","late","med","hyla",216.8,196,91
"1088",1097,2019-07-15,41,5,"late_high","late","high","hyla",172.4,196,91
"1089",1098,2019-07-15,45,5,"late_low","late","low","hyla",257.5,196,91
"1090",1099,2019-07-15,54,6,"same_high","same","high","hyla",190.2,196,91
"1091",1100,2019-07-15,56,6,"late_high","late","high","hyla",285.4,196,91
"1092",1101,2019-07-15,56,6,"late_high","late","high","hyla",262.1,196,91
"1093",1102,2019-07-15,58,6,"same_med","same","med","hyla",149,196,91
"1094",1103,2019-07-16,6,1,"same_low","same","low","hyla",150.3,197,92
"1095",1104,2019-07-16,11,2,"early_med","early","med","hyla",211.1,197,92
"1096",1105,2019-07-16,13,2,"early_low","early","low","hyla",210.7,197,92
"1097",1106,2019-07-16,14,2,"same_med","same","med","hyla",193.1,197,92
"1098",1107,2019-07-16,14,2,"same_med","same","med","hyla",205.1,197,92
"1099",1108,2019-07-16,34,4,"same_high","same","high","hyla",203.8,197,92
"1100",1109,2019-07-16,43,5,"same_med","same","med","hyla",130.6,197,92
"1101",1110,2019-07-16,43,5,"same_med","same","med","hyla",156.3,197,92
"1102",1111,2019-07-16,45,5,"late_low","late","low","hyla",261.1,197,92
"1103",1112,2019-07-16,45,5,"late_low","late","low","hyla",272.5,197,92
"1104",1113,2019-07-16,56,6,"late_high","late","high","hyla",228.1,197,92
"1105",1114,2019-07-16,59,6,"late_low","late","low","hyla",172.3,197,92
"1106",1115,2019-07-17,7,1,"late_high","late","high","hyla",154.8,198,93
"1107",1116,2019-07-17,7,1,"late_high","late","high","hyla",167.6,198,93
"1108",1117,2019-07-17,7,1,"late_high","late","high","hyla",132.8,198,93
"1109",1118,2019-07-17,14,2,"same_med","same","med","hyla",198.4,198,93
"1110",1119,2019-07-17,19,2,"late_low","late","low","hyla",219.6,198,93
"1111",1120,2019-07-17,35,4,"same_med","same","med","hyla",249.8,198,93
"1112",1121,2019-07-17,43,5,"same_med","same","med","hyla",157.5,198,93
"1113",1122,2019-07-17,44,5,"same_high","same","high","hyla",158.8,198,93
"1114",1123,2019-07-17,45,5,"late_low","late","low","hyla",216.9,198,93
"1115",1124,2019-07-17,51,6,"late_med","late","med","hyla",269.8,198,93
"1116",1125,2019-07-17,56,6,"late_high","late","high","hyla",225.3,198,93
"1117",1126,2019-07-18,1,1,"early_high","early","high","hyla",233.7,199,94
"1118",1127,2019-07-18,10,1,"cont_high","cont","high","hyla",208,199,94
"1119",1128,2019-07-18,18,2,"late_high","late","high","hyla",144.9,199,94
"1120",1129,2019-07-18,19,2,"late_low","late","low","hyla",222.9,199,94
"1121",1130,2019-07-18,45,5,"late_low","late","low","hyla",201.7,199,94
"1122",1131,2019-07-19,1,1,"early_high","early","high","hyla",202.4,200,95
"1123",1132,2019-07-19,11,2,"early_med","early","med","hyla",202.6,200,95
"1124",1133,2019-07-19,11,2,"early_med","early","med","hyla",217.9,200,95
"1125",1134,2019-07-19,13,2,"early_low","early","low","hyla",252.2,200,95
"1126",1135,2019-07-19,13,2,"early_low","early","low","hyla",303.9,200,95
"1127",1136,2019-07-19,34,4,"same_high","same","high","hyla",189.4,200,95
"1128",1137,2019-07-19,34,4,"same_high","same","high","hyla",161.2,200,95
"1129",1138,2019-07-19,44,5,"same_high","same","high","hyla",154.2,200,95
"1130",1139,2019-07-19,54,6,"same_high","same","high","hyla",159.5,200,95
"1131",1140,2019-07-19,56,6,"late_high","late","high","hyla",218.6,200,95
"1132",1141,2019-07-20,10,1,"cont_high","cont","high","hyla",162.9,201,96
"1133",1142,2019-07-20,17,2,"same_high","same","high","hyla",151.2,201,96
"1134",1143,2019-07-20,43,5,"same_med","same","med","hyla",177.8,201,96
"1135",1144,2019-07-21,5,1,"same_med","same","med","hyla",146.1,202,97
"1136",1145,2019-07-21,7,1,"late_high","late","high","hyla",159.2,202,97
"1137",1146,2019-07-21,11,2,"early_med","early","med","hyla",213.7,202,97
"1138",1147,2019-07-21,11,2,"early_med","early","med","hyla",225.8,202,97
"1139",1148,2019-07-21,19,2,"late_low","late","low","hyla",179.1,202,97
"1140",1149,2019-07-21,21,3,"same_med","same","med","hyla",229.9,202,97
"1141",1150,2019-07-21,43,5,"same_med","same","med","hyla",165.3,202,97
"1142",1151,2019-07-21,43,5,"same_med","same","med","hyla",212.7,202,97
"1143",1152,2019-07-21,44,5,"same_high","same","high","hyla",178.8,202,97
"1144",1153,2019-07-21,45,5,"late_low","late","low","hyla",272.2,202,97
"1145",1154,2019-07-21,56,6,"late_high","late","high","hyla",226.7,202,97
"1146",1155,2019-07-21,56,6,"late_high","late","high","hyla",256,202,97
"1147",1156,2019-07-22,1,1,"early_high","early","high","hyla",249.5,203,98
"1148",1157,2019-07-22,14,2,"same_med","same","med","hyla",191.6,203,98
"1149",1158,2019-07-22,19,2,"late_low","late","low","hyla",206.6,203,98
"1150",1159,2019-07-22,19,2,"late_low","late","low","hyla",206.3,203,98
"1151",1160,2019-07-22,41,5,"late_high","late","high","hyla",189.1,203,98
"1152",1161,2019-07-24,1,1,"early_high","early","high","hyla",204,205,100
"1153",1162,2019-07-24,2,1,"early_med","early","med","hyla",NA,205,100
"1154",1163,2019-07-24,10,1,"cont_high","cont","high","hyla",228.1,205,100
"1155",1164,2019-07-24,13,2,"early_low","early","low","hyla",382.1,205,100
"1156",1165,2019-07-24,19,2,"late_low","late","low","hyla",250.4,205,100
"1157",1166,2019-07-24,34,4,"same_high","same","high","hyla",NA,205,100
"1158",1167,2019-07-24,59,6,"late_low","late","low","hyla",239.9,205,100
"1159",1168,2019-07-25,4,1,"same_high","same","high","hyla",NA,206,101
"1160",1169,2019-07-25,8,1,"late_med","late","med","hyla",162.8,206,101
"1161",1170,2019-07-25,11,2,"early_med","early","med","hyla",271.5,206,101
"1162",1171,2019-07-25,17,2,"same_high","same","high","hyla",230.5,206,101
"1163",1172,2019-07-25,28,3,"late_high","late","high","hyla",NA,206,101
"1164",1173,2019-07-26,1,1,"early_high","early","high","hyla",208.9,207,102
"1165",1174,2019-07-26,7,1,"late_high","late","high","hyla",156.6,207,102
"1166",1175,2019-07-26,7,1,"late_high","late","high","hyla",194.7,207,102
"1167",1176,2019-07-26,10,1,"cont_high","cont","high","hyla",195.7,207,102
"1168",1177,2019-07-26,17,2,"same_high","same","high","hyla",188.1,207,102
"1169",1178,2019-07-26,19,2,"late_low","late","low","hyla",206.4,207,102
"1170",1179,2019-07-26,19,2,"late_low","late","low","hyla",275.5,207,102
"1171",1180,2019-07-26,54,6,"same_high","same","high","hyla",211.4,207,102
"1172",1181,2019-07-26,56,6,"late_high","late","high","hyla",295.9,207,102
"1173",1182,2019-07-27,10,1,"cont_high","cont","high","hyla",197.3,208,103
"1174",1183,2019-07-27,19,2,"late_low","late","low","hyla",274.9,208,103
"1175",1184,2019-07-27,19,2,"late_low","late","low","hyla",239.9,208,103
"1176",1185,2019-07-27,27,3,"late_med","late","med","hyla",211.3,208,103
"1177",1186,2019-07-28,5,1,"same_med","same","med","hyla",169.7,209,104
"1178",1187,2019-07-28,11,2,"early_med","early","med","hyla",NA,209,104
"1179",1188,2019-07-28,11,2,"early_med","early","med","hyla",236.1,209,104
"1180",1189,2019-07-28,18,2,"late_high","late","high","hyla",140.2,209,104
"1181",1190,2019-07-28,19,2,"late_low","late","low","hyla",212.5,209,104
"1182",1191,2019-07-28,28,3,"late_high","late","high","hyla",246.3,209,104
"1183",1192,2019-07-28,36,4,"late_high","late","high","hyla",205.2,209,104
"1184",1194,2019-07-29,11,2,"early_med","early","med","hyla",257.2,210,105
"1185",1195,2019-07-29,14,2,"same_med","same","med","hyla",233.9,210,105
"1186",1196,2019-07-29,18,2,"late_high","late","high","hyla",NA,210,105
"1187",1197,2019-07-29,19,2,"late_low","late","low","hyla",216.5,210,105
