"","tank","sync.x","block.x","trt.x","order.x","trt.y","order.y","sd","se","ci","cont","adj","biom_cont","emer_cont","emsd_cont","mass_cont","surv_cont","X","block.y","trt","order","sync.y","surv","biom","mass","emer","emsd","rana"
"240",53,"med",6,"early_med","early","cont_med","cont",497.2,351.6,4467.5,6102.8,0,6102.8,NA,NA,NA,NA,53,6,"early_med","early","med",0.777777777777778,6642.48455034589,189.720588235294,48.9428571428571,19.7229977096653,0.333333333333333
"241",54,"high",6,"same_high","same","cont_high","cont",24.4,3.3,6.5,55.8,0,NA,55.8,NA,NA,NA,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"242",54,"high",6,"same_high","same","cont_high","cont",41.9,6.2,12.4,177.2,0,NA,NA,NA,177.2,NA,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"243",54,"high",6,"same_high","same","cont_high","cont",0.22,0.16,1.98,0.62,0,NA,NA,NA,NA,0.62,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"244",54,"high",6,"same_high","same","cont_high","cont",5.6,4,50.2,15.1,0,NA,NA,15.1,NA,NA,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"245",54,"high",6,"same_high","same","cont_high","cont",1678.3,1186.7,15078.9,5035.4,0,5035.4,NA,NA,NA,NA,54,6,"same_high","same","high",0.422222222222222,3417.06910069178,178.417647058824,82.3684210526316,19.793968010246,0
"246",55,"low",6,"early_low","early","cont_low","cont",53.8,7.5,15.1,236.5,0,NA,NA,NA,236.5,NA,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"247",55,"low",6,"early_low","early","cont_low","cont",775.1,548.1,6964.2,6127.3,0,6127.3,NA,NA,NA,NA,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"248",55,"low",6,"early_low","early","cont_low","cont",0.03,0.02,0.28,0.58,0,NA,NA,NA,NA,0.58,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"249",55,"low",6,"early_low","early","cont_low","cont",10.2,1.4,2.9,33.4,0,NA,33.4,NA,NA,NA,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"250",55,"low",6,"early_low","early","cont_low","cont",0.8,0.6,7.6,10.3,0,NA,NA,10.3,NA,NA,55,6,"early_low","early","low",0.488888888888889,4177.28455034589,189.77619047619,36.7272727272727,17.7607963629418,0.466666666666667
"251",56,"high",6,"late_high","late","cont_high","cont",0.22,0.16,1.98,0.62,0,NA,NA,NA,NA,0.62,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"252",56,"high",6,"late_high","late","cont_high","cont",41.9,6.2,12.4,177.2,0,NA,NA,NA,177.2,NA,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"253",56,"high",6,"late_high","late","cont_high","cont",1678.3,1186.7,15078.9,5035.4,0,5035.4,NA,NA,NA,NA,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"254",56,"high",6,"late_high","late","cont_high","cont",5.6,4,50.2,15.1,0,NA,NA,15.1,NA,NA,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"255",56,"high",6,"late_high","late","cont_high","cont",24.4,3.3,6.5,55.8,0,NA,55.8,NA,NA,NA,56,6,"late_high","late","high",0.644444444444444,6844.88455034589,237.603571428571,87.0689655172414,14.2300763838999,0.133333333333333
"256",57,"low",6,"same_low","same","cont_low","cont",0.03,0.02,0.28,0.58,0,NA,NA,NA,NA,0.58,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"257",57,"low",6,"same_low","same","cont_low","cont",10.2,1.4,2.9,33.4,0,NA,33.4,NA,NA,NA,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"258",57,"low",6,"same_low","same","cont_low","cont",53.8,7.5,15.1,236.5,0,NA,NA,NA,236.5,NA,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"259",57,"low",6,"same_low","same","cont_low","cont",0.8,0.6,7.6,10.3,0,NA,NA,10.3,NA,NA,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"260",57,"low",6,"same_low","same","cont_low","cont",775.1,548.1,6964.2,6127.3,0,6127.3,NA,NA,NA,NA,57,6,"same_low","same","low",0.6,4747.98455034589,175.230769230769,48.0740740740741,21.0547380487622,0.633333333333333
"261",58,"med",6,"same_med","same","cont_med","cont",0.03,0.02,0.28,0.69,0,NA,NA,NA,NA,0.69,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"262",58,"med",6,"same_med","same","cont_med","cont",1.3,0.9,11.9,16.9,0,NA,NA,16.9,NA,NA,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"263",58,"med",6,"same_med","same","cont_med","cont",16.8,2.1,4.3,43.8,0,NA,43.8,NA,NA,NA,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"264",58,"med",6,"same_med","same","cont_med","cont",45.8,6.1,12.3,197.4,0,NA,NA,NA,197.4,NA,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"265",58,"med",6,"same_med","same","cont_med","cont",497.2,351.6,4467.5,6102.8,0,6102.8,NA,NA,NA,NA,58,6,"same_med","same","med",0.4,3061.6,170.088888888889,59.8333333333333,24.9074758444363,0.133333333333333
"266",59,"low",6,"late_low","late","cont_low","cont",53.8,7.5,15.1,236.5,0,NA,NA,NA,236.5,NA,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
"267",59,"low",6,"late_low","late","cont_low","cont",775.1,548.1,6964.2,6127.3,0,6127.3,NA,NA,NA,NA,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
"268",59,"low",6,"late_low","late","cont_low","cont",0.03,0.02,0.28,0.58,0,NA,NA,NA,NA,0.58,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
"269",59,"low",6,"late_low","late","cont_low","cont",10.2,1.4,2.9,33.4,0,NA,33.4,NA,NA,NA,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
"270",59,"low",6,"late_low","late","cont_low","cont",0.8,0.6,7.6,10.3,0,NA,NA,10.3,NA,NA,59,6,"late_low","late","low",0.444444444444444,3649.68455034589,181.984210526316,63.05,44.2415320473278,0.0333333333333333
